date,portfolio_value,daily_return
2022-01-03,100000.0,0.0
2022-01-04,100869.47041068468,0.008694704106846883
2022-01-05,99198.74232862776,-0.016563268105350658
2022-01-06,98962.57611333707,-0.002380737998757272
2022-01-07,99398.67768702163,0.004406732229616938
2022-01-10,99300.09272072879,-0.0009918136597677311
2022-01-11,101166.87315074274,0.018799382547044302
2022-01-12,101375.17678735028,0.0020590103273941574
2022-01-13,100083.05715061516,-0.012745917468983067
2022-01-14,99446.39421882333,-0.006361345765384831
2022-01-18,97835.05373499756,-0.01620310617074918
2022-01-19,96337.74862028424,-0.01530438281118571
2022-01-20,95634.0259404022,-0.007304744920454368
2022-01-21,94272.27722594242,-0.014239165412824991
2022-01-24,94161.83096631241,-0.0011715666883204577
2022-01-25,94348.48834719593,0.0019823040712780935
2022-01-26,94304.7276843163,-0.0004638194384058384
2022-01-27,94048.16973342073,-0.0027205205634482084
2022-01-28,98049.68991185613,0.042547560359523076
2022-01-31,99995.26777073505,0.019842774216093307
2022-02-01,101661.66796463268,0.016664790555071925
2022-02-02,101845.79782757108,0.0018112024583587594
2022-02-03,100434.56096070728,-0.013856603777144282
2022-02-04,101352.10209906445,0.009135711149433231
2022-02-07,101435.24564963164,0.0008203436223349035
2022-02-08,102363.10380776804,0.00914729542176412
2022-02-09,102838.78048366928,0.004646954402579824
2022-02-10,101140.46814594952,-0.016514318136915805
2022-02-11,100223.07550473772,-0.00907048047165427
2022-02-14,99782.17194543479,-0.004399222006334155
2022-02-15,101157.28768316004,0.013781176646237221
2022-02-16,101214.13244495407,0.0005619443057040241
2022-02-17,99446.94187814959,-0.017459919125084426
2022-02-18,98775.34841928487,-0.006753284175270215
2022-02-22,97481.02077046377,-0.013103751791660607
2022-02-23,95679.63318293047,-0.018479367299353407
2022-02-24,95778.26327011015,0.0010308368029706486
2022-02-25,97520.27184198429,0.018187932338691256
2022-02-28,96904.46778405344,-0.006314626141820498
2022-03-01,95676.83256556117,-0.012668509993037631
2022-03-02,97580.58644248481,0.019897751899542907
2022-03-03,97453.17526510234,-0.0013057021076377062
2022-03-04,96616.01578773359,-0.008590376610012121
2022-03-07,95242.93455570594,-0.014211735195584154
2022-03-08,94613.01413564428,-0.006613828343279749
2022-03-09,96184.10423131374,0.01660543330135373
2022-03-10,95069.04820692286,-0.011592934542585871
2022-03-11,93201.85965019434,-0.019640341330276975
2022-03-14,91264.61195667458,-0.020785504718367796
2022-03-15,92067.43481452309,0.00879665009948909
2022-03-16,94405.130889889,0.02539112857956104
2022-03-17,95542.52123429472,0.012047971690567693
2022-03-18,96607.16396520127,0.011143129960907872
2022-03-21,97935.32367747363,0.013748045773818279
2022-03-22,99459.46564829956,0.015562739914408416
2022-03-23,99843.76909310829,0.0038639202644387177
2022-03-24,101349.63977474664,0.015082269983558712
2022-03-25,102224.34480230087,0.008630568687745643
2022-03-28,101752.89204324473,-0.004611942096258201
2022-03-29,102807.45646811643,0.010363974956343247
2022-03-30,102687.8132176701,-0.0011637604368067837
2022-03-31,100673.57487398933,-0.019615164453946794
2022-04-01,100552.76239658198,-0.0012000415954094234
2022-04-04,102030.0876317616,0.014692040277849672
2022-04-05,100553.17597062171,-0.014475256225107248
2022-04-06,99425.64938786357,-0.011213236895546406
2022-04-07,99817.55849458362,0.003941730419996433
2022-04-08,99965.27298157157,0.0014798447208660692
2022-04-11,97688.51452750414,-0.02277549379060009
2022-04-12,98541.879650093,0.008735572720256799
2022-04-13,99091.69247840975,0.005579483872938657
2022-04-14,97431.80167507434,-0.01675105916368375
2022-04-18,97909.51208869249,0.004903023503673452
2022-04-19,98950.26395784432,0.010629731953000123
2022-04-20,99013.73350847032,0.000641428815723512
2022-04-21,98352.88368333939,-0.006674324881147966
2022-04-22,95722.66189115074,-0.026742701318824627
2022-04-25,95403.8431333097,-0.003330650773205395
2022-04-26,92761.48990958533,-0.027696507152569723
2022-04-27,92988.84551213236,0.0024509697156507473
2022-04-28,96315.66050067655,0.035776495236841316
2022-04-29,93169.30261541902,-0.03266714747011913
2022-05-02,93723.86624973502,0.005952214074254792
2022-05-03,95078.12252351445,0.014449428176286541
2022-05-04,98793.0382840538,0.0390722456643018
2022-05-05,94780.60660268877,-0.04061451850309852
2022-05-06,95313.28091494917,0.005620077053244892
2022-05-09,91594.2243084934,-0.03901929060415403
2022-05-10,92100.01403207556,0.0055220700584639884
2022-05-11,89632.7158686607,-0.02678933536921696
2022-05-12,88314.0865437953,-0.014711473507034938
2022-05-13,90659.71111824583,0.026560027581639705
2022-05-16,90420.28475027173,-0.002640934600616719
2022-05-17,92624.2901757286,0.024375121484565276
2022-05-18,88966.65152266329,-0.03948897903698881
2022-05-19,87526.0788171022,-0.016192277453469402
2022-05-20,87608.64371601155,0.0009433176948539749
2022-05-23,91192.73258685166,0.04091021980043611
2022-05-24,90561.16636032837,-0.006925620152042274
2022-05-25,91140.61709021339,0.006398445969428808
2022-05-26,92760.96002340043,0.01777849420948264
2022-05-27,95410.26513964911,0.028560561636925073
2022-05-31,94934.80699190388,-0.004983301818198562
2022-06-01,94919.66563079007,-0.000159492198842392
2022-06-02,96127.67881940978,0.012726690307976234
2022-06-03,94004.65465975244,-0.02208546160410003
2022-06-06,94171.69436720954,0.0017769301750183344
2022-06-07,96092.84683570785,0.020400529919394336
2022-06-08,95729.88711577775,-0.0037771773017679163
2022-06-09,92882.07793728248,-0.029748381245358245
2022-06-10,89550.41611836173,-0.03586980279629848
2022-06-13,86139.12212011503,-0.038093558311754525
2022-06-14,86214.0949729131,0.0008703693624079538
2022-06-15,87199.22171014793,0.011426516018573762
2022-06-16,84208.51041873242,-0.034297453953851746
2022-06-17,83675.92768709597,-0.006324571340689216
2022-06-21,86798.30631341404,0.03731513605674169
2022-06-22,85775.69715796834,-0.011781441353858063
2022-06-23,86091.1092451604,0.003677173111297171
2022-06-24,88213.70609698739,0.024655238739955045
2022-06-27,88522.14447477378,0.003496490414395327
2022-06-28,87440.71359140101,-0.012216501190625206
2022-06-29,87328.54463016921,-0.0012828001582416088
2022-06-30,85467.92849277204,-0.021305933189162265
2022-07-01,86899.4665538679,0.016749418013763
2022-07-05,87197.37819047661,0.0034282332035263877
2022-07-06,87223.57345293064,0.0003004134183577866
2022-07-07,89487.67232212231,0.025957419302632415
2022-07-08,89690.29751962122,0.002264280567825568
2022-07-11,88581.23772065339,-0.01236543784153693
2022-07-12,88697.56186249056,0.0013131916513067885
2022-07-13,88467.13394254351,-0.0025979059075410377
2022-07-14,88479.2301447378,0.00013673102829525434
2022-07-15,90238.1531734294,0.019879501955592134
2022-07-18,89321.51033229074,-0.010158040794307497
2022-07-19,91642.80741213125,0.025988108253039155
2022-07-20,92566.14850711038,0.010075434407271315
2022-07-21,93177.13076874483,0.006600493501007103
2022-07-22,92495.23082189514,-0.007318318789425813
2022-07-25,92832.41955243576,0.003645471529120207
2022-07-26,91976.46872918589,-0.009220386879676232
2022-07-27,94525.28000730547,0.027711558329383938
2022-07-28,94879.13711981443,0.0037435182681460496
2022-07-29,97699.1830127775,0.02972250779854675
2022-08-01,96623.0305675553,-0.011014958488255419
2022-08-02,95697.99306067597,-0.009573675152246122
2022-08-03,97361.9910053338,0.017388012971210284
2022-08-04,96158.61020278253,-0.012359862304842713
2022-08-05,96992.86446250603,0.008675814448276625
2022-08-08,96696.46269906411,-0.0030559130827247
2022-08-09,97275.82732077233,0.0059915803074544905
2022-08-10,99477.39085411301,0.022632174857592346
2022-08-11,100144.95397663694,0.006710701967474606
2022-08-12,101917.15634572707,0.017696372095827872
2022-08-15,101961.3549295078,0.00043367167379368453
2022-08-16,101912.24991379427,-0.00048160418962134733
2022-08-17,102421.08821049189,0.00499290612392561
2022-08-18,102630.88846520898,0.0020484087640811645
2022-08-19,101130.5665888646,-0.014618619197211453
2022-08-22,99418.73672320356,-0.01692692845893272
2022-08-23,99989.11233962947,0.005737103842044707
2022-08-24,100269.2533849591,0.0028017154945637938
2022-08-25,101745.9117049855,0.01472693044154968
2022-08-26,98564.79360289367,-0.03126531620568256
2022-08-29,98216.6556555291,-0.0035320719968954216
2022-08-30,96562.08269137336,-0.016846154586639024
2022-08-31,95695.82105800268,-0.008971033031043716
2022-09-01,95729.46958264144,0.0003516195824096826
2022-09-02,95208.80812945211,-0.005438883715320712
2022-09-06,94628.43185547032,-0.006095825432376745
2022-09-07,95342.69969165772,0.0075481313827363075
2022-09-08,95450.44657184265,0.0011301009991681577
2022-09-09,96922.56935094265,0.015422900907980229
2022-09-12,99552.14097165279,0.02713064292784922
2022-09-13,94960.6503318272,-0.046121465545708305
2022-09-14,95930.74490059918,0.010215753213379489
2022-09-15,94599.74783939151,-0.01387456193097239
2022-09-16,93525.51863462437,-0.01135551869113783
2022-09-19,95057.757214806,0.016383107012403884
2022-09-20,95354.08324891001,0.0031173261687038635
2022-09-21,93331.90995954993,-0.02120699209158612
2022-09-22,92681.34221750856,-0.006970474967493268
2022-09-23,90462.57487615704,-0.02393974114168971
2022-09-26,89771.63299034668,-0.0076378755165465795
2022-09-27,90342.47988479838,0.006358878360974837
2022-09-28,90767.8847205022,0.00470880184212671
2022-09-29,87834.36038297728,-0.03231896773355485
2022-09-30,85735.62715703546,-0.02389421653201412
2022-10-03,88775.69614749448,0.035458642938375654
2022-10-04,91652.39910162603,0.0324041723013031
2022-10-05,92305.97924028068,0.007131075073440806
2022-10-06,92135.16312677595,-0.0018505422390902486
2022-10-07,89598.98318668592,-0.027526731966603237
2022-10-10,89131.56215682125,-0.0052168117677269185
2022-10-11,87899.23467615,-0.013825938319167608
2022-10-12,88049.25157654604,0.0017066917698289959
2022-10-13,91443.96935480586,0.03855476017656535
2022-10-14,89558.10724079343,-0.020623143629026165
2022-10-17,92131.58246151029,0.028735256918701955
2022-10-18,93168.18884140736,0.011251368447189514
2022-10-19,93407.84354488165,0.0025722803722441068
2022-10-20,93194.17054025571,-0.002287527433638445
2022-10-21,96051.29374813287,0.03065774598683737
2022-10-24,97037.70692058138,0.010269650037563152
2022-10-25,98033.63845246492,0.010263345698169217
2022-10-26,97411.14527187413,-0.006349791667608294
2022-10-27,95861.94008161689,-0.0159037776009451
2022-10-28,100870.92697071387,0.05225209175646067
2022-10-31,99962.69760848732,-0.009003876433992192
2022-11-01,99544.78100918335,-0.004180725503635114
2022-11-02,96777.48400441448,-0.027799518736332157
2022-11-03,94729.16456044692,-0.021165247940049002
2022-11-04,95390.8262285549,0.006984772547907062
2022-11-07,95951.45762808362,0.005877204566668263
2022-11-08,96259.03149700211,0.0032055153357929017
2022-11-09,93240.3672786411,-0.031359802518426835
2022-11-10,99123.56116753333,0.06309706901208131
2022-11-11,100914.06734125093,0.018063376180476244
2022-11-14,100205.31256678753,-0.007023349599681416
2022-11-15,100879.0378628658,0.0067234488753203075
2022-11-16,100195.269772898,-0.006778098844452879
2022-11-17,100879.72452252635,0.0068312082115227464
2022-11-18,101123.89124912825,0.0024203746368020728
2022-11-21,99522.05961017923,-0.015840288770165648
2022-11-22,101288.2963025164,0.017747187902414686
2022-11-23,101755.8724198129,0.004616289683657068
2022-11-25,100572.3945700714,-0.011630560689989885
2022-11-28,98037.87135848912,-0.02520098305719872
2022-11-29,97323.3156480515,-0.007288568188355984
2022-11-30,100441.9353000378,0.03204391086781406
2022-12-01,100149.28126940687,-0.0029136637974638913
2022-12-02,99606.40749750697,-0.005420645710272681
2022-12-05,97977.93667720788,-0.01634905686504006
2022-12-06,96005.47085868937,-0.020131734606913258
2022-12-07,95190.31239673939,-0.00849075010683304
2022-12-08,96216.80058414959,0.010783536281842823
2022-12-09,95738.09645269184,-0.004975265531086617
2022-12-12,97462.01764818195,0.018006637476252335
2022-12-13,98047.80618086048,0.006010428952877999
2022-12-14,96913.40542997528,-0.011569873871452795
2022-12-15,93603.24926072374,-0.03415581316707828
2022-12-16,92554.33908698149,-0.011205916269216305
2022-12-19,91910.92026697195,-0.006951795305943052
2022-12-20,92258.82814673288,0.003785272508972479
2022-12-21,93995.37804393274,0.01882258784425443
2022-12-22,92080.01692253286,-0.020377184083505237
2022-12-23,92540.30037520624,0.0049987333631858945
2022-12-27,92141.62096166708,-0.0043081707312674425
2022-12-28,90298.65797741679,-0.02000141700369048
2022-12-29,92026.76364895057,0.019137667272596182
2022-12-30,92482.9725140515,0.004957349873143517
2023-01-03,89965.59893191949,-0.02721986019371863
2023-01-04,90733.48989577348,0.008535384335462295
2023-01-05,90605.1544977216,-0.0014144214908884505
2023-01-06,93125.32816132609,0.027814903882403937
2023-01-09,92895.28946391563,-0.0024702054956730005
2023-01-10,93604.13485083233,0.007630584833820365
2023-01-11,95120.74338375509,0.01620236686487876
2023-01-12,95402.58083499955,0.0029629441614790566
2023-01-13,96456.50094709326,0.011047081775664725
2023-01-17,96587.42141515667,0.001357300615074448
2023-01-18,95253.05369435818,-0.013815129353780372
2023-01-19,95137.94832487562,-0.0012084165810779127
2023-01-20,96608.53935317253,0.015457459974595605
2023-01-23,98141.90407857845,0.015871937777678206
2023-01-24,99083.36596713412,0.009592863490827313
2023-01-25,98805.95540980117,-0.0027997692107568596
2023-01-26,100619.71230043884,0.018356756767494868
2023-01-27,101075.41528968012,0.004528963349453801
2023-01-30,99344.70201655735,-0.017122989484263756
2023-01-31,100440.88819140733,0.01103416843172258
2023-02-01,100608.75969125122,0.001671346230272261
2023-02-02,101990.53638964178,0.013734158960223421
2023-02-03,103908.47039190902,0.018805019271003833
2023-02-06,102927.36488166689,-0.009442016676231842
2023-02-07,104957.29019797419,0.019721920585852544
2023-02-08,103539.90037730234,-0.01350444374086184
2023-02-09,102868.90030237449,-0.006480594171741616
2023-02-10,104029.71327939341,0.011284391819168012
2023-02-13,105310.28251906075,0.012309648842615865
2023-02-14,104891.12116788272,-0.003980250941802948
2023-02-15,105757.61664115528,0.008260903912788699
2023-02-16,104747.86679234367,-0.009547774249090533
2023-02-17,103504.5664303801,-0.011869457584547745
2023-02-21,101489.40549433828,-0.0194692949841713
2023-02-22,101215.2120310622,-0.002701695432548142
2023-02-23,101776.45381358867,0.005545033906111187
2023-02-24,100917.76661294192,-0.008436992727409207
2023-02-27,101544.78721347109,0.006213183481695857
2023-02-28,101398.66193854186,-0.001439022907419612
2023-03-01,100638.15452611302,-0.007500172072189445
2023-03-02,100754.16872661115,0.0011527854524403325
2023-03-03,103453.18674363596,0.02678815230314089
2023-03-06,104624.3112555571,0.01132033288470129
2023-03-07,102669.78681284569,-0.018681360185370782
2023-03-08,102718.77915508267,0.0004771836365676319
2023-03-09,100489.3272562661,-0.02170442364244412
2023-03-10,99963.23091788866,-0.005235345411715187
2023-03-13,100103.04308677035,0.0013986359544194082
2023-03-14,101539.96417316525,0.014354419626877456
2023-03-15,99586.37996988666,-0.01923955970623518
2023-03-16,100946.13139817311,0.013653989920083627
2023-03-17,99568.61051788146,-0.013646098777754367
2023-03-20,101231.55991954067,0.01670154271521696
2023-03-21,103465.69552433782,0.02206955623891261
2023-03-22,101855.05058541146,-0.015566946423778602
2023-03-23,101962.76488558728,0.001057525371169512
2023-03-24,102146.92552609718,0.0018061558130220488
2023-03-27,102518.64252735735,0.0036390424806785147
2023-03-28,102620.5912609618,0.0009944409240224572
2023-03-29,104208.13463725413,0.015470027572295403
2023-03-30,104842.61095020741,0.006088548798631465
2023-03-31,106091.27508995423,0.0119098916788693
2023-04-03,107862.76889115082,0.016697827410355318
2023-04-04,107136.72020194396,-0.006731226137348243
2023-04-05,106862.60818030131,-0.002558525416178137
2023-04-06,106800.54509218458,-0.0005807745962180719
2023-04-10,105792.01031451025,-0.00944316133221813
2023-04-11,105598.35668341948,-0.0018305128195886865
2023-04-12,105306.7515040438,-0.0027614556564540733
2023-04-13,107565.49255928864,0.021449157086173128
2023-04-14,109211.0632364686,0.015298313966934584
2023-04-17,109132.94257394926,-0.0007153182123150244
2023-04-18,110316.18372409059,0.010842199634996146
2023-04-19,110655.32785385217,0.003074291715980709
2023-04-20,110027.44704245173,-0.005674203163807041
2023-04-21,109437.32642508618,-0.00536339461859797
2023-04-24,110024.97821668432,0.005369756469703247
2023-04-25,108588.40606669018,-0.013056781953321028
2023-04-26,107965.34740333466,-0.005737800985612327
2023-04-27,110313.03095707657,0.021744787658316746
2023-04-28,111297.47514220499,0.008924096968303484
2023-05-01,111037.00678668673,-0.002340289886948962
2023-05-02,109323.06046570037,-0.015435811632413886
2023-05-03,107968.711885198,-0.012388498590627059
2023-05-04,106638.20788364245,-0.012323051542656787
2023-05-05,110504.50641927209,0.03625622197110007
2023-05-08,110628.02098359066,0.0011177332791293363
2023-05-09,109886.0546895223,-0.0067068567933472635
2023-05-10,110258.97351173098,0.003393686517023001
2023-05-11,109831.92668819564,-0.0038731253333306806
2023-05-12,109153.28367046003,-0.00617892299806612
2023-05-15,109210.15580305195,0.0005210299743580271
2023-05-16,108492.50254836342,-0.006571305108132417
2023-05-17,109940.71292688459,0.01334848348507384
2023-05-18,111194.1986274441,0.011401469639305876
2023-05-19,111289.58182286116,0.0008578073010504295
2023-05-22,110456.93960605012,-0.007481762472037589
2023-05-23,109567.53201191727,-0.00805207529110412
2023-05-24,109717.12665768972,0.0013653191143902644
2023-05-25,109779.71062698914,0.0005704120332522987
2023-05-26,110737.55597388088,0.008725158241182928
2023-05-30,111298.79411622063,0.005068182491512875
2023-05-31,110558.69475324216,-0.006649662009865389
2023-06-01,112172.71956490967,0.014598804872559944
2023-06-02,113532.76572738179,0.012124571533501235
2023-06-05,112694.21602787553,-0.007385970861661236
2023-06-06,112798.4634133525,0.0009250464589165164
2023-06-07,113062.06147133854,0.00233689404987792
2023-06-08,114001.15671307841,0.008306015559232754
2023-06-09,114012.4242315961,9.883687887529105e-05
2023-06-12,114819.67142084784,0.007080344047521942
2023-06-13,114827.52507066146,6.839986316331293e-05
2023-06-14,114675.01265226421,-0.0013281869334325043
2023-06-15,115858.41963563835,0.010319658624870998
2023-06-16,115320.21397126208,-0.00464537377662195
2023-06-20,114667.70982387567,-0.005658194040023334
2023-06-21,114529.09493550831,-0.00120883977346594
2023-06-22,115018.93735910647,0.004277012962286981
2023-06-23,114565.6523399209,-0.003940959894024638
2023-06-26,114575.10555720137,8.251353776115656e-05
2023-06-27,115631.3808381261,0.00921906443627398
2023-06-28,116144.74558507383,0.0044396663191837125
2023-06-29,117428.25274189057,0.011050927447049955
2023-06-30,119468.25314041757,0.017372313313823606
2023-07-03,119185.72336308447,-0.0023648941865838605
2023-07-05,118485.0062192106,-0.005879203683978386
2023-07-06,117470.77008143268,-0.00856003784902097
2023-07-07,117326.5806576935,-0.0012274493785919432
2023-07-10,117101.14554402663,-0.0019214325722540213
2023-07-11,117603.15559155667,0.004286978109375614
2023-07-12,118457.67298168347,0.007266109364399975
2023-07-13,118396.86743786193,-0.0005133103014014454
2023-07-14,117738.15013734835,-0.0055636379134717615
2023-07-17,119622.2400684397,0.016002374157343544
2023-07-18,119461.12135423784,-0.0013468959794573341
2023-07-19,120220.66669846076,0.006358096555703909
2023-07-20,120283.97668808102,0.000526614860480413
2023-07-21,119779.39387628602,-0.004194929579884732
2023-07-24,120968.61569327167,0.009928434086199544
2023-07-25,121130.5765494391,0.0013388667402633191
2023-07-26,121458.30601135267,0.0027055882275919636
2023-07-27,120794.71033577078,-0.005463567683216835
2023-07-28,121574.80268018528,0.006458000869790523
2023-07-31,122730.93895553832,0.00950967017725187
2023-08-01,122149.78439350061,-0.004735192014201498
2023-08-02,120443.588478265,-0.013968063256986005
2023-08-03,120535.25521714469,0.0007610761190184525
2023-08-04,117218.26702348121,-0.027518821673276433
2023-08-07,116120.04320951451,-0.009369050079427474
2023-08-08,116458.90814261649,0.00291822947818383
2023-08-09,115946.46114476572,-0.004400238728180626
2023-08-10,115952.84971481787,5.509931039775098e-05
2023-08-11,116499.4385322612,0.004713888608927247
2023-08-14,117200.92222257187,0.006021348249815027
2023-08-15,115174.60264547904,-0.017289280141027645
2023-08-16,114331.20659304532,-0.0073227606873521485
2023-08-17,113590.20922926834,-0.006481147062625858
2023-08-18,114193.81075663515,0.005313851708367972
2023-08-21,114493.12821954499,0.0026211356020661414
2023-08-22,114375.14521827661,-0.0010304810699394186
2023-08-23,115772.35474133775,0.012216024035595095
2023-08-24,113820.31261192649,-0.01686103849034226
2023-08-25,115050.85371846522,0.01081126099815146
2023-08-28,115926.7423950782,0.0076130567336450015
2023-08-29,117729.4912342737,0.01555075905654055
2023-08-30,119172.37461135988,0.01225592128156703
2023-08-31,119011.51805947894,-0.001349780537691874
2023-09-01,120204.82606315255,0.010026827849361847
2023-09-05,120013.68869297275,-0.0015900973067369895
2023-09-06,117716.38773959574,-0.019141991037823294
2023-09-07,115397.32186175893,-0.019700450569099085
2023-09-08,116004.4647398689,0.005261325551708289
2023-09-11,116246.39719643729,0.0020855443547874958
2023-09-12,116143.10931531471,-0.0008885254391845458
2023-09-13,115141.66885041978,-0.008622469906295773
2023-09-14,116633.55333585499,0.012956946866675347
2023-09-15,115901.96292089972,-0.006272555315609654
2023-09-18,117280.35359176087,0.01189272930435081
2023-09-19,117600.79625020461,0.0027322790956033982
2023-09-20,115943.2924364281,-0.014094324754825999
2023-09-21,114811.07578914509,-0.009765262168174176
2023-09-22,114943.11370352334,0.0011500450933910583
2023-09-25,115825.61690242667,0.007677738756752475
2023-09-26,114047.50579182427,-0.015351622189936668
2023-09-27,114391.59589390185,0.003017076960066482
2023-09-28,114645.92502656493,0.0022233200846237724
2023-09-29,114039.6459140111,-0.0052882744189412505
2023-10-02,114405.17101810018,0.003205245870060854
2023-10-03,113756.22767621717,-0.005672325263867175
2023-10-04,113442.06458291732,-0.002761722146712208
2023-10-05,113472.59546424619,0.0002691319259846836
2023-10-06,114405.12232727236,0.00821807996204674
2023-10-09,115751.45711980123,0.011768133848740647
2023-10-10,115574.73535721788,-0.0015267346690974219
2023-10-11,115304.524200277,-0.002337977725890737
2023-10-12,115579.22738979277,0.0023824146660422116
2023-10-13,116044.60659777562,0.00402649523182355
2023-10-16,115988.98949325414,-0.00047927349794248364
2023-10-17,115670.73782488519,-0.0027438093025843823
2023-10-18,115252.09931658964,-0.0036192257105623483
2023-10-19,115019.94446635798,-0.002014322095721121
2023-10-20,113234.48776479329,-0.015523018289118591
2023-10-23,112599.86847048336,-0.0056044700412134175
2023-10-24,112562.49792714951,-0.0003318879838980478
2023-10-25,111601.51037851574,-0.0085373687180941
2023-10-26,109864.60164148573,-0.015563487726456248
2023-10-27,109086.69107651542,-0.007080629732848956
2023-10-30,110227.0898971168,0.010454060063124444
2023-10-31,110678.30975933748,0.004093547807910346
2023-11-01,111806.2583869412,0.01019123466970501
2023-11-02,114340.62919730443,0.02266752189839165
2023-11-03,113977.10825392316,-0.0031792805928501974
2023-11-06,114690.0427899769,0.006255067767340118
2023-11-07,115182.50205268967,0.004293827526200923
2023-11-08,115393.52299119749,0.0018320572547667088
2023-11-09,115153.49898777847,-0.002080047451513556
2023-11-10,117242.7352124261,0.018143054644560622
2023-11-13,116813.71046740873,-0.0036592863876814654
2023-11-14,118322.19628746243,0.012913602470273093
2023-11-15,118597.61293635459,0.002327683710527549
2023-11-16,119211.49684169205,0.0051761910728075795
2023-11-17,120049.28336452204,0.007027732601516967
2023-11-20,120657.74587950615,0.005068439376989589
2023-11-21,120300.4694712847,-0.002961073121474131
2023-11-22,120494.21967583333,0.0016105523561143508
2023-11-24,120180.45891038846,-0.0026039486897294958
2023-11-27,119908.20781240592,-0.0022653524578862614
2023-11-28,120173.6362814939,0.0022135971667864036
2023-11-29,119546.07229674213,-0.005222143592973861
2023-11-30,120145.20553541128,0.005011735033685943
2023-12-01,120801.23690278665,0.005460320821391416
2023-12-04,120191.27041978641,-0.005049339714055253
2023-12-05,121150.66801411899,0.007982256872581018
2023-12-06,120143.88302931745,-0.00831018929820676
2023-12-07,120746.60212529931,0.005016644050324001
2023-12-08,121838.5015339735,0.0090428996713391
2023-12-11,121044.27931718164,-0.006518647281380124
2023-12-12,121421.23354768741,0.0031141845994887125
2023-12-13,122903.76599845495,0.012209828606174544
2023-12-14,124131.75623957932,0.009991477731771165
2023-12-15,123959.63932676744,-0.0013865663229616907
2023-12-18,123706.6748714124,-0.002040700156348611
2023-12-19,124784.46383429597,0.008712456009377643
2023-12-20,123274.24792720444,-0.01210259563319497
2023-12-21,123487.27405389247,0.001728066731454023
2023-12-22,123123.28211424297,-0.002947606888549857
2023-12-26,123134.99309338303,9.511587848353917e-05
2023-12-27,123205.62967571682,0.0005736515718177326
2023-12-28,123124.79601694558,-0.0006560873799679348
2023-12-29,122654.69167313159,-0.003818112671222614
